sep=,
#RESULTS NM
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
User MA count:0
